location,source,target
0x16aac48@mhfdat-jp.bin,"反り返った巨大な牙が特徴の草食
モンスター。
群れで生活しており、群れ内の子供を
守る際には非常に勇敢になる。
その肉は栄養価が高く、特に舌は
珍味として愛好家も多い。
雪山に生息している。",
0x16aac4c@mhfdat-jp.bin,"主に食用とされる草食のモンスター。
気弱でおとなしく、危険を察知すると
逃げ出すが、群れの中には反撃をして
くるモノもいる。
比較的適応力が高く、極端な気候の
地域を除いて、広い範囲で生息が確認
されている。",
0x16aac50@mhfdat-jp.bin,"食料となりえるモンスター。
ただし外殻は硬く、アプトノスよりも
攻撃的なため、簡単にはその肉には
ありつけない。
卵にも価値があり、ギルドでは重宝
されている。
砂漠や火山など、気温が高い地域に
生息している。",
0x16aac54@mhfdat-jp.bin,"非常に温厚でおとなしい
高地に住む草食のモンスター。
仲間意識が強く、群れの仲間に
危害を加えられると団結して
一斉に反撃を始める。
高地にしか住んでいないのは
食料となる草に関係があるのではないか
と言われているが、詳細は不明。",
0x16aac58@mhfdat-jp.bin,"高地に住む草食モンスター。
好奇心旺盛で人なつっこく
遊んでやると非常に喜ぶ。
珍しいものをなんでも口に入れてしまう
ため、鉱石などを誤飲してしまうことが
あるようだ。
また、特殊な形の蹄を持っており
複雑な崖を難なく登れるため
高地のいたるところに生息している。",
0x16aac5c@mhfdat-jp.bin,"青い鱗が特徴の小型の肉食
モンスター。集団で狩りを行う。
幅広い地域に生息するが、
寒冷期にはあまり見かけなくなる。
また、昼間は洞窟で生活し、
夜間に屋外に出て狩りを行う事が多い。",
0x16aac60@mhfdat-jp.bin,"集団行動をするランポスのリーダー。
少し大柄で大きなトサカが特徴。
テリトリーを見回って移動している。
傷を負うと、一目散に逃げだし、
回復をこころみる。
温暖な気候を好み、繁殖期、温暖期の
密林で多く目撃されている。",
0x16aac64@mhfdat-jp.bin,"ランポスとよく似た鳥竜種。
行動様式も似通っており、群れを
作って生活する。
緑とオレンジの縞模様が特徴で、
主に砂漠に生息している。
大きく発達した牙が特徴。
牙や爪などに持つ、マヒ性の毒により、
獲物の動きを奪いしとめる。",
0x16aac68@mhfdat-jp.bin,"集団行動をするゲネポスのリーダー。
少し大柄で大きなトサカが特徴。
主に砂漠をテリトリーにしている。
大きく発達した牙や爪などに
マヒ性の毒を持ち、獲物の動きを
奪いしとめる。",
0x16aac6c@mhfdat-jp.bin,"鮮やかな赤色が特徴の鳥竜種。
主に亜熱帯で、群れを形成して
生息している。
喉元の袋に毒液を分泌させ、それを
吐きかけることで、獲物の体力を
徐々に奪う。",
0x16aac70@mhfdat-jp.bin,"集団行動をするイーオスのリーダー。
少し大柄で大きなトサカが特徴。
火山など亜熱帯を中心に、広範囲に
生息している。
体内に強力な毒袋を持ち、毒液を
吐きつけ、獲物を弱らせてしとめる。",
0x16aac74@mhfdat-jp.bin,"長年ランポスの亜種と見なされていた、
白い鱗が特徴の鳥竜種。
その特異性から、新種として
≪ギアノス≫と呼称されるように
なりました。",
0x16aac78@mhfdat-jp.bin,"顔の大部分を占める巨大なくちばしと、
怒ると開く大きな耳が特徴の鳥竜種。
温暖で湿潤な地域を好む。
聴覚に優れているが、近くで大きな音を
立てられるとその聴覚が仇となり、
眩暈を起こして動けなくなってしまう。
高熱の火球を吐いて攻撃するが、
他モンスターのブレスほど威力はない。",
0x16aac7c@mhfdat-jp.bin,"青い甲殻が特徴的な、
イャンクックの亜種。
通常のイャンクックと比べ、
やや身体能力が高くなっている。
しかし温暖で湿潤な地域を好むこと、
大きな音には非常に弱いことなど、
生態に大きな差異はないようである。",
0x16aac80@mhfdat-jp.bin,"黒く硬い甲殻と長いたてがみを
持つ姿から『黒狼鳥』と呼ばれる。
イャンクックに似た姿をしているが、
火球を撃ち出すことや
尾に強い毒を持っていることなど、
身体機能には大きな違いが見られる。
気性は荒く好戦的。特に怒っているとき
には瞬発力が増すため、注意が必要。",
0x16aac84@mhfdat-jp.bin,"頭のトサカが特徴的な鳥竜。
トサカを打ち合わせることで閃光を
発し、外敵の目を眩ませる。
ゴム質に近い皮膚は、打撃に強く、
またシビレ罠の電撃にも耐性を持つ。
吐き出す汚物は猛毒が含まれる。
温暖で湿潤な気候を好み、密林や沼地
で多く目撃されている。",
0x16aac88@mhfdat-jp.bin,"紫色の表皮をした、ゲリョスの亜種。
通常のゲリョスと同様に、
トサカを打ち合わせて閃光を
発することはもちろん、外敵を
油断させるために死んだふりをする、
攻撃の際に相手の持ち物を奪うなど、
奇抜な特徴を持つモンスターである。
体内に流れている特殊な体液は、
精力が付く薬の材料として使われる。",
0x16aac8c@mhfdat-jp.bin,"主に砂漠や樹海で目撃される
橙色の毛と美しい尾羽が特徴的な鳥竜。
睡眠ガスを吐くことで、天敵や獲物を
眠らせて生存を図ることから、性格は
臆病で姑息と言われる。
繁殖期には、求愛や異性争奪戦のため、
毛の色を更に鮮やかに変化させ、身体
能力の限界を大幅に超えた動きをする
ようになる。",
0x16aac90@mhfdat-jp.bin,"繁殖期に入り、鮮やかな赤や青の羽毛に
生え変わったヒプノック。
求愛のために行動が活発化しており、
自身の縄張りに侵入した者には
容赦なく襲いかかる。
繁殖期が終わると
赤や青の羽毛はすべて抜け落ち、
また橙色の羽毛へと生え変わる。",
0x16aac94@mhfdat-jp.bin,"樹海頂部で発見された、蒼と純白の
羽毛に身を包んだヒプノックの希少種。
その見た目から
『蒼白眠鳥』とも呼ばれている。
通常のヒプノックとは異なった行動を
取ることが確認されているが、希少種
ゆえに調査がほとんど進んでいない。
まだ謎が多い個体である。",
0x16aac98@mhfdat-jp.bin,"蛍光色の羽毛が特徴的な新種の鳥竜。
派手な外見は警告色でなく
求愛行動のときにより派手な
個体同士が惹かれあう習性が
元である。
その派手さは外敵から
見つかりやすいという危険の裏に、
派手さを維持する為に自然界を
生き延びた強者の証でもある。",
0x16aac9c@mhfdat-jp.bin,"花畑に生息する大型の鳥竜。
花の蜜を主食としており
湾曲した細長いクチバシは効率よく
蜜を摂取する為の進化とされる。
普段は憶病な性格で戦闘を好まないが
花の蜜を吸うと好戦的な性格に変貌。
翼や尾羽の色が変わっている時には
注意が必要である。",
0x16aaca0@mhfdat-jp.bin,"高地や峡谷で目撃の報告があげられて
いた鳥竜種。なわばり意識が強いため、
侵入した相手には容赦なく襲いかかり、
追い払おうとする。
太陽光を体内に取り込むことで電気を
生成することができ、これを攻撃の他、
機動性を高めたりすることなどにも
利用する。これらの特徴から
『照雷鳥』とも呼ばれている。",
0x16aaca4@mhfdat-jp.bin,"小型な分、飛行能力に優れた飛竜。
ランポス程度の大きさで、上空を
徘徊し、弱った生き物を見つけると
積極的に襲いかかる。
火山などでの目撃例が多い。
また、古龍種と共に目撃される事が
多いため、災厄の先触れとも呼ばれる。",
0x16aaca8@mhfdat-jp.bin,"巣を中心に生息する飛竜の雌。
地上を中心に縄張りを守る。
高い脚力を生かした突進と、猛毒を
含んだ尻尾の針には注意が必要。
繁殖期には卵を守るために
凶暴になることが多い。
通常とは違った色をした亜種の
存在も確認されている。",
0x16aacac@mhfdat-jp.bin,"桜色の鱗が特徴の、リオレイアの亜種。
鱗の色から『桜火竜』と
呼ばれることもある。
非常に攻撃的な性格で、
巣へ近づくときは特に注意が必要。
習性、行動などは通常のリオレイアと
変わらず、高い脚力での突進と、
尻尾の猛毒を含む針での攻撃を
得意としている。",
0x16aacb0@mhfdat-jp.bin,"金色に煌々と輝く鱗を持つ、
リオレイアの希少種。
人が住まなくなった古塔を寝ぐらとして
活動している姿が確認されているが、
その他の目撃情報が極端に少なく、
生態はほとんど明らかになっていない。
大型で身体能力の高い個体が多く、
狩猟の際には十分な準備が必要。",
0x16aacb4@mhfdat-jp.bin,"高い飛行能力を有する、飛竜の雄。
塔や森丘、峡谷など
様々な場所で生息が確認されている。
勇壮と空を飛ぶ姿は、まさに
「大空の王者」の呼称に相応しい。
空中から縄張りを監視し、
獲物や外敵を見つけると
毒のある足の爪で襲いかかる。",
0x16aacb8@mhfdat-jp.bin,"蒼い鱗から『蒼火竜』と呼ばれる
リオレウスの亜種。
優れた身体能力を有しており、
通常のリオレウスには見られない、
連続攻撃を繰り出してくることもある。
非常に短気な性格。
怒ると動きが機敏になるため、
強力なブレスと合わせて
注意する必要がある。",
0x16aacbc@mhfdat-jp.bin,"鏡のような銀色の鱗を纏った、
リオレウスの希少種。
身体の鱗は非常に硬いため、
翼膜や頭を狙った攻撃が有効だと、
これまでの調査で明らかになっている。
古塔付近での目撃情報が多く、
縄張りの上空を飛行するという
リオレウスの習性から、古塔を巣として
いるのではないかと推測されている。",
0x16aacc0@mhfdat-jp.bin,"洞窟に好んで生息する不気味な飛竜。
温暖期や繁殖期は雪山に棲み、
寒冷期には沼地に移動するといわれる。
暗い所にいることが多いため、
目は退化しており、その分嗅覚が発達
している。
体内に発電器官をもっており、体から
発する電気で獲物をマヒさせる。",
0x16aacc4@mhfdat-jp.bin,"血のように赤い表皮をした、
フルフルの亜種。
通常のフルフルより長く伸びる首を
振り回すようにして攻撃する。
また特徴的な真っ赤な表皮は
色だけではなく構造も異なっており、
通常のフルフルが苦手としている
火を通しにくい性質があるようだ。",
0x16aacc8@mhfdat-jp.bin,"火山地帯に生息する大型の飛竜、
グラビモスの幼体。鉱石のように
硬質化した外殻が特徴。強烈な
ダメージを与えるには岩をも砕く
破壊力を持つアイテムが必要。
時折、毒性のガスを排出する。
寒冷期の目撃例は少ない。",
0x16aaccc@mhfdat-jp.bin,"主に火山地帯に生息する大型の飛竜。
強力な高熱ブレスに加え、体から
睡眠ガスを排出する。
外殻として発達した骨は非常に堅く、
生半可な武器では歯が立たない。
繁殖期には沼地での目撃例が多い。",
0x16aacd0@mhfdat-jp.bin,"体内に発生する熱が異常に多い個体が、
度重なる排熱により外殻が
黒化した状態を亜種と呼んでいる。
厳密には亜種ではなく、
通常のグラビモスと同一種である。
体内に発生する熱が多いため、高熱の
ブレスを吐く頻度が高くなっている。",
0x16aacd4@mhfdat-jp.bin,"砂漠に生息する巨大な角をもつ飛竜。
１本とはいえ、その巨大な角の攻撃は
強力。
特殊なブレスこそ吐かないものの、
その雄叫びはハンターの耳をつんざく。
現在目撃例は少なく、研究がまたれる。",
0x16aacd8@mhfdat-jp.bin,"白銀の角を持つ、モノブロスの亜種。
限られた地域のみに生息しており、
目撃例が少ないモノブロスの中でも、
さらに発見されることが稀。
気性が荒く、外敵を確認すると
砂中や砂上を高速で移動し、
強靭な角で突き上げて攻撃する。",
0x16aacdc@mhfdat-jp.bin,"砂漠に生息する巨大な２本の角を
もつ飛竜。
地面の砂をかき分けて地中にもぐる
ことができ、獲物の足もとから
襲い掛かってくる。
非常に攻撃的でプライドが高く、
人間から攻撃を受けると、猛烈な
怒気を発することが多い。",
0x16aace0@mhfdat-jp.bin,"ディアブロスの雌が繁殖期に入り、
黒く体色が変化した個体を亜種と呼ぶ。
厳密には亜種ではなく、
通常のディアブロスと同一種である。
狂暴性が増しており、より攻撃的な
行動を取るようになっている。
体色の変化については、
他の生物に対する警告色の
一種ではないかと言われている。",
0x16aace4@mhfdat-jp.bin,"近年、雪山や砂漠で
頻繁に目撃されるようになった飛竜種。
飛竜でありながら翼が未発達で、
自力での飛行は困難な様子。
情報が不足しているため、
解明されていない部分が多いが、
現状の報告をまとめると
強烈な咆哮、鋭利な爪、強靭な顎には
充分な注意が必要との事。",
0x16aace8@mhfdat-jp.bin,"全身に鋭い棘を有する飛竜種。
樹海にて生息が確認されており、
その特異な姿から『棘竜』と呼ばれて
いる。
普段はおとなしい性格をしているが、
身の危険を感じた際の気性は荒く、
好戦的。
棘には毒があり、近づく者の体を
容赦なく苦しめる。",
0x16aacec@mhfdat-jp.bin,"甲殻が茶色に変色した
エスピナスの亜種。
樹海に住む通常のエスピナスとは
異なり、主に塔や峡谷に
生息していることが確認されている。
ブレスには状態異常を引き起こす
毒に加えて、武具を腐敗させる
重酸も含んでいる。",
0x16aacf0@mhfdat-jp.bin,"白色の体に紫の棘を持つ、
エスピナスの希少種。
樹海頂部にて巣が確認されているが、
その他の場所での目撃情報は
ほとんどない。
身の危険を感じると体表が紫に染まり、
猛烈な攻撃を仕掛けてくる。
可燃性の毒を含むブレスを吐き、
あたり一面を瞬時に火の海に変える。",
0x16aacf4@mhfdat-jp.bin,"最近まで、存在するのかさえも
定かではなかった、多くの謎に
包まれた竜。
ギルドに入ってきた数少ない情報を
まとめると、気性は極めて荒く、凶暴。
また、途方もなく巨大な体躯を持つ、
とのこと。
その圧倒的な力から、一部地域では
『覇竜』と呼ばれている。",
0x16aacf8@mhfdat-jp.bin,"優雅に中空を飛び、時に放電の閃光と
共に狩りを行う、華麗な飛竜。
これまで無価値と見られた峡谷に生息
していたため、一般的ではなかったが、
近年、峡谷が狩猟地として再評価され
たことで、その存在が公になり始めた。
峡谷の自然の恵みと、ベルキュロスの
操る電流の暴走を利用できれば、狩猟
は目前と言われているが…？",
0x16aacfc@mhfdat-jp.bin,"過酷な雪山の環境に適応した、
ベルキュロスの亜種。
黒色の雷を放つことから
『冥雷竜』と呼ばれている。
ベルキュロスとは異なり、地上に
着地してからの行動が多くなっている。
狂暴性、運動能力などが非常に高い
『幻の冥雷竜』と呼ばれる個体の出現も
確認されている。",
0x16aad00@mhfdat-jp.bin,"絶えず腹を空かせており、呑むように
物を食うことから、呑竜とも呼ばれる
大食いのモンスター。とりわけ「肉」
を求める傾向があり、好みにうるさい。
素材自体には、それほど人気がないが、
その大食い故、様々なものを呑みこん
でおり、行動の過程でそれらを吐き出
すことがあるため、ハンターたちの主
目的はこちらとなる。",
0x16aad04@mhfdat-jp.bin,"塔にて生息が確認された飛竜種。
興奮すると体の一部が凍ることから
『氷狐竜』と呼ばれている。
目撃したハンターたちの証言によれば
長い筆状の尾を巧みに利用し、
飛竜種とは思えない身のこなしを行う
とのこと。
警戒心が高いためか、音に対して
敏感に反応するようだが…？",
0x16aad08@mhfdat-jp.bin,"頭に特徴的な角を持つ飛竜。
独特な縄張り意識を持ち
大人しい草食獣と共存しているが
獰猛なモンスターに対しては好戦的。
「悪天候時に異常な凶暴性が現れる」
との報告が相次いでおり、その姿を
目撃したものからは『蛮竜』と呼ばれ
恐れられている。",
0x16aad0c@mhfdat-jp.bin,"砂漠の地で「紅の楼閣」と
言い伝えられた、山と見紛うばかりの
巨大な体躯の竜。
非常に大食らいで、辺り一帯の
鉱物・生物を見境無く捕食する。
個体数が少なく、その他は依然
謎のままである。",
0x16aad10@mhfdat-jp.bin,"全身に鋭利な針毛を生やした飛竜。
性格は狡猾で、見つけた獲物を
逃がさないよう針を飛ばして
退路を狭め、袋小路に追い込んで
から確実に仕留める。
針は体内から分泌される油脂に
よって毛が硬化したものであるため
発火しやすいようだが…。",
0x16aad14@mhfdat-jp.bin,"極海に生息する、鋸状の鼻を持つ飛竜。
その特徴的な鼻から『暴鋸竜』と
呼ばれている。
鼻と同じように鋭利な甲殻は外敵から
身を守る事と、泳ぐ際に氷を削りやすく
するために役立つ。",
0x16aad18@mhfdat-jp.bin,"古塔の頂部に日が射し込めたときに
現れる純白の鱗と明滅する甲殻を
纏った新種のリオレウス。
輝く翼で天空を舞う姿から「輝界竜」と
呼ばれている。
この飛竜は地方によって様々な伝承が
存在し、ある地方では神聖な竜として
祀られているのに対し、別の地方では
災いを運ぶ竜として恐れられている。",
0x16aad1c@mhfdat-jp.bin,"堅い黒色の甲殻と黄金の棘を持つ竜。
メラギナスは化石でのみ知られ、
太古に絶滅したと考えられていたが
潮島の洞窟を調査していたギルド員が
その存在を確認した。
暗所で生活するため、耳が著しく進化。
巨大な耳は周囲の音を明確に聞き取る
役割を持つ。",
0x16aad20@mhfdat-jp.bin,"樹海頂部にて発見された
青色の外殻を身に纏う飛竜。
体内に発電器官を持ち
雷を自在に操ることから
『雷轟竜』と呼ばれている。
性格は極めて凶暴。
外敵を発見すると辺り一帯を
焦土と化すまで暴れつくす。",
0x16aad24@mhfdat-jp.bin,"高地にて新種のモンスターを確認した。
ギルドの調査によると、モンスターの
鳴き声を聞いた調査員が、急に笑い出し
たり踊り出したりしたとの報告がある。
また、頭や翼、尾に音の出る器官があり
そこから発せられる音には特殊な効果が
あることも判明している。
この不思議なモンスターに対して
ギルドはさらなる調査を始めている。",
0x16aad28@mhfdat-jp.bin,"火山地帯を探索中のハンターから、
新種の飛竜を目撃したと報告があった。
報告によると、この地域にのみ生息する
珍しいサボテンを持ち帰ろうとした
ところ、突如出現したこの飛竜に
執拗に追い回されたという。
時間が経つにつれて、飛竜が弱って
いくように見えたとの報告もあるため
さらなる調査が求められている。",
0x16aad2c@mhfdat-jp.bin,"砂漠を調査中のハンターから、新種の
モンスターを発見したと報告を受けた。
詳しい調査の結果、火山地帯に生息する
グラビモスの祖先にあたるモンスター
ではないかと推測されている。身体の
各所にある突起物が特徴で、敵を威嚇
する際に大量の水を放出するとのこと。
ギルドはこのモンスターを「水砦竜」と
名付け、さらに調査を進めている。",
0x16aad30@mhfdat-jp.bin,"『氷牙竜』の異名を持つ飛竜種。
体内に低温の液体を生成する特別な器官
を持ち、これを使って超低温のブレスを
吐き出すことができる。
寒冷地に棲息するため、不安定な氷の
上などでも体勢を維持できるよう、
翼や尻尾などには棘が発達している。
これにより、立体的で俊敏な動きが
可能となっている。",
0x16aad34@mhfdat-jp.bin,"木々の生い茂る樹海を棲家とする
独特の進化を遂げた飛竜。
暗がりに身を潜め、
恐るべき素早さで執拗かつ狡猾に
獲物を狙い、追い詰める。
戦うための武器として発達した尻尾は、
中型のモンスターを一撃で倒すほどの
威力を持つ。",
0x16aad38@mhfdat-jp.bin,"近年発見された彩の滝に生息する飛竜。
全体的に鋭利な体つきが特徴で、
『裂水竜』とも呼称される。両翼から
伸びている「垂刃」と呼ばれる部位は
刀剣のように鋭く、硬い岩盤ですら
容易に切断してしまう。非常に好戦的な
性格で、垂刃を用いた攻撃には注意が
必要。怒ると体表が赤く染まり、
攻撃はさらに激しさを増す。",
0x16aad3c@mhfdat-jp.bin,"近年、その姿が確認された飛竜。
黄金に輝きを放つ無数の鱗を松かさの
ように逆立て、鋭い刃として自在に
操り獲物を切りつけるさまから、
『千刃竜』の異名をとる。
強靭な翼と後脚を使って上空から獲物
に掴みかかるなど、非常に高い攻撃性
を持ち、天を切り裂き地を穿つ。",
0x16aad40@mhfdat-jp.bin,"水辺や水溜りのある場所を好む飛竜。
最近になって白湖や彩の滝でその姿が
確認された。体内で可燃性の高いガス
を発生させ、各部位の噴出口から霧状
にして吐き出すことから『爆霧竜』と
名付けられた。
一度機嫌を損ねてしまうと、ハンター
を執拗に追いかけて範囲爆発を繰り返
すため、とても危険性が高い。",
0x16aad44@mhfdat-jp.bin,"砂漠に群れて生息する魚竜。
一見、ガノトトスと似た進化形態を
しているが、彼らは砂中に潜り、
砂漠を泳ぐ。
滅多に地上には姿を出さないが、
彼らの聴覚に衝撃をあたえることが
できれば…。",
0x16aad48@mhfdat-jp.bin,"砂漠を泳ぐ魚竜・ガレオスのリーダー。
ガレオスよりも、ひとまわり大きな
体格と、黒く硬化した鱗を持ち、
リーダーの風格にあふれている。
ヒレの部分にマヒ性の毒を持つ。
主に寒冷期に目撃される。",
0x16aad4c@mhfdat-jp.bin,"川や湖に生息する巨大な魚竜。
羽はヒレの様に変態しており、
飛行する能力はない。
魚のような外見に反し、
陸地でも活動できる。
温暖期には密林、それ以外は砂漠で
多く目撃される。
カエルが好物。",
0x16aad50@mhfdat-jp.bin,"翠色の鱗が特徴的な、
ガノトトスの亜種。
その透き通るような鱗の色から
『翠水竜』とも呼ばれている。
生態や行動は通常のガノトトスと
変わらず、口から吐き出す水のブレスや
大きな体での体当たりなどが得意。
好物も同様に、カエルである。",
0x16aad54@mhfdat-jp.bin,"溶岩の中を棲み処とする魚竜。
鱗の表面には冷え固まった溶岩が幾層
にも重なり、強固な鎧の役割を果たし
ている。
自由自在に溶岩を泳ぎ回り、口から
溶岩を吐き出すなど、その特異な生態
は学者達の研究対象となっている。",
0x16aad58@mhfdat-jp.bin,"紅の鎧を身に纏った、
ヴォルガノスの亜種。
体表に付着している溶岩には
希少な鉱石が多分に含まれており、冷え
固まっても鮮やかな紅色をしている。
通常のヴォルガノスに比べて、体内の
溶岩を溜めておく器官が発達しており、
強力なブレスを撃ち出すことができる。",
0x16aad5c@mhfdat-jp.bin,"堅い殻を持つ小型の甲殻種。
温暖期の密林の浜辺など、温暖な
砂地に多く生息している。
地中に潜んでいる場合もあるため、
生息地域を歩く際は要注意。
その身から採れるザザミソは、珍味
として知られる。",
0x16aad60@mhfdat-jp.bin,"巨大なモンスターの頭骨を背負う
大型の甲殻種。
砂地に好んで生息しており、主に砂漠、
温暖期には密林の水辺でも目撃される。
普段は砂の中で生活し、捕食の際に
地上に現れる。
巨大で強力な鋏は、同時に強固な盾と
しても機能するため、その攻略が鍵。",
0x16aad64@mhfdat-jp.bin,"他の生物の殻を背負う甲殻種の幼体。
成体になると巨大なモンスターの
頭骨を背負うようになる。
非常に攻撃的で、小型ながらも
油断はならない。
火山に多く生息している。",
0x16aad68@mhfdat-jp.bin,"巨大なモンスターの頭骨を背負う
大型の甲殻種。
鋭利で長い鋏を持ち、その刃は堅い
火山の岩盤も容易にえぐり、天井を
移動する事も可能にするという。
火山や沼地での目撃例が多い。
また希に貴重な真珠を殻内に生成する
こともあり、珍重されている。",
0x16aad6c@mhfdat-jp.bin,"超大型の甲殻種。そのサイズに見合う、
超巨大なモンスターの頭骨を背負う。
その甲殻は、もはや生物のものとは
思えないほどの硬度を持つ。
縄張りを徘徊し、邪魔なものを見つ
けると排除しようとする習性を
もっているため、生息地域付近の
砦や街では警戒を要する。",
0x16aad70@mhfdat-jp.bin,"堅い黒褐色の外殻を全身に纏う甲殻種。
栄養の豊富な発光体液を全身に循環させ
ており、その配分によって自らの体質を
変化させる能力を持つ。
気性が荒く、マヒ性の毒と体液の結晶を
用いた攻撃には注意が必要。
体液調整の能力で、温帯から寒帯まで、
幅広い地域に生息している。",
0x16aad74@mhfdat-jp.bin,"灰色の甲殻から『灰晶蠍』と呼ばれる、
アクラ・ヴァシムの亜種。
主に沼地の洞窟に生息しており、
尻尾の結晶部分だけを地面に露出させて
獲物が来るのを待ち構えている。
尻尾を切断すると、血のように赤い
結晶を生やし、傷口を塞ぐ習性がある。
この結晶は『血晶石』と呼ばれ、
武器や防具の素材として重宝される。",
0x16aad78@mhfdat-jp.bin,"潮島の洞窟内で発見された甲殻種。
コナマキダケなどの菌類と共生しており
岩と同化したかのような見た目のため
発見することは非常に困難。
毒やマヒ性の毒に耐性を持つ。
左右の鋭い鎌と巨大な槌のような手の
特性を理解することが狩猟への近道と
言われている。",
0x16aad7c@mhfdat-jp.bin,"白湖に生息する小型の甲殻種。
普段は砂の下でひっそりと生活している
が、獲物が自らの隠れている場所を通る
と地中から這い出してきて、どこまでも
執拗に追いかけ回したのち、尾から分泌
される毒で仕留める。白湖の環境に適応
した結果、身に着けている甲殻は砂漠の
風景に溶け込む体色をしている。",
0x16aad80@mhfdat-jp.bin,"大型の野生のイノシシ。気が荒く、
ハンターを見つけると突進してくる。
その威力は強力なので注意！
肉は主に食料とされていて、癖のある
味だが愛好するハンターも多い。
繁殖力が高く、広範な地域に生息し、
時として大規模な群れを形成する。",
0x16aad84@mhfdat-jp.bin,"野生のイノシシ、ブルファンゴの
リーダー。大柄で巨大な牙が特徴。
ブルファンゴより攻撃的で、
その攻撃は突進が主だが、ハンターを
見つける能力が格段に高い。
密林や沼地など温暖な地域に生息する
が、温暖期には雪山でも見られる。",
0x16aad88@mhfdat-jp.bin,"ピンクの毛並みをもつ牙獣。
大規模な群れは形成せず、少数で
生活することが多い。
キノコが大好物で、うかつにそれを
持ち歩くと襲われる事もある。
密林や沼地など、温暖で湿潤な地域に
多く生息している。",
0x16aad8c@mhfdat-jp.bin,"ピンクの毛並みをもつ大型の牙獣。
密林や沼地などでの目撃例が多い。
食欲が旺盛で、特にキノコ類には
目がなく、非常食として持ち歩く事も。
最近の研究によると、食べたキノコに
よってその吐く息が変わるといわれ、
毒や炎など、様々な特性を持つ。
生息地によってキノコの植生が異なる
ため、その息も地域の影響を受ける。",
0x16aad90@mhfdat-jp.bin,"真っ白な毛並みをもつ牙獣。
群れで行動し、多くはリーダーである
ドドブランゴに率いられている。
その統制力は非常に高く、リーダーの
召集には即座に対応する。
雪山で、季節を問わず姿をみることが
できる。",
0x16aad94@mhfdat-jp.bin,"群れで行動するブランゴのリーダー。
大きな牙と髭が特徴で、ブランゴの
倍近い体格をもつ。
常にブランゴを従え、雪中の集団行動
には目をみはるものがある。
跳躍力が高く、さらに雪の中を潜って
移動するなど、機動力も高い。
雪山をなわばりとしている。",
0x16aad98@mhfdat-jp.bin,全ては謎につつまれている。,
