location,source,target
0xa776e0@mhfdat-jp.bin,"強化されたハリの実を仕込ん<join at=""10974948"">だ鎚。溜め攻撃の際に中から<join at=""10974952"">鉄針が飛び出す仕掛けがある。",
0xa776ec@mhfdat-jp.bin,"強化されたハリの実を仕込ん<join at=""10974960"">だ鎚。溜め攻撃の際に中から<join at=""10974964"">鉄針が飛び出す仕掛けがある。",
0xa776f8@mhfdat-jp.bin,"スパイクハンマー強化版。<join at=""10974972"">高価なクリスタルを惜しげも<join at=""10974976"">なく使用した贅沢な逸品。",
0xa77704@mhfdat-jp.bin,"スパイクハンマー強化版。<join at=""10974984"">高価なクリスタルを惜しげも<join at=""10974988"">なく使用した贅沢な逸品。",
0xa77710@mhfdat-jp.bin,"工房で使用していた魂の宿る<join at=""10974996"">金床を、ハンマーに改造した<join at=""10975000"">もの。斬れ味の安定は随一。",
0xa7771c@mhfdat-jp.bin,"毒の怪物と呼ばれ恐れられる、<join at=""10975008"">異形の鎚。使用される毒物は、<join at=""10975012"">通常の規格から外れた特注品。",
0xa77728@mhfdat-jp.bin,"外形に改造を施し、空気抵抗<join at=""10975020"">を少なくしたハンマー。形は<join at=""10975024"">斧に近いが、打撃武器である。",
0xa77734@mhfdat-jp.bin,"エビの殻を用いて作成され<join at=""10975032"">たハンマー。わずかにではあ<join at=""10975036"">るが水属性を持つ。",
0xa77740@mhfdat-jp.bin,"外形に改造を施し、空気抵抗<join at=""10975044"">を少なくしたハンマー。形は<join at=""10975048"">斧に近いが、打撃武器である。",
0xa7774c@mhfdat-jp.bin,"グラビモスの甲殻を使用して<join at=""10975056"">作られた、超重量の殻鎚。<join at=""10975060"">その一撃は岩をも砕く。",
0xa77758@mhfdat-jp.bin,"錨を模した巨大なハンマー。<join at=""10975068"">海の漢の暑苦しい情熱が<join at=""10975072"">いっぱい詰まっている。",
0xa77764@mhfdat-jp.bin,"ドドブランゴの素材を使用し<join at=""10975080"">たハンマー。振るう度に噴き<join at=""10975084"">出す冷気は魂さえも凍らせる。",
0xa77770@mhfdat-jp.bin,"イャンガルルガの素材から作<join at=""10975092"">られた黒槌。強烈にしゃくれ<join at=""10975096"">た嘴は圧倒的な破壊力を生む。",
0xa7777c@mhfdat-jp.bin,"毒性の性質を持つバサルモス<join at=""10975104"">の甲殻を利用し、加工した鎚。<join at=""10975108"">たまに獲物を毒状態にする。",
0xa77788@mhfdat-jp.bin,"鉄と実力を二分する骨鎚。<join at=""10975116"">溜め攻撃は目を見張る威力！<join at=""10975120"">武器によるガードは無い。",
0xa77794@mhfdat-jp.bin,"鉄と実力を二分する骨鎚。<join at=""10975128"">溜め攻撃は目を見張る威力！<join at=""10975132"">武器によるガードは無い。",
0xa777a0@mhfdat-jp.bin,"より大きい骨で製作されて<join at=""10975140"">攻撃力を強化した大槌。<join at=""10975144"">後の強化で４系統に派生する。",
0xa777ac@mhfdat-jp.bin,"大型の甲殻種が宿としていた、<join at=""10975152"">飛竜の頭骨で作られた骨鎚。<join at=""10975156"">装飾品との相性は抜群。",
0xa777b8@mhfdat-jp.bin,"より大きい骨で製作されて<join at=""10975164"">攻撃力を強化した大槌。<join at=""10975168"">後の強化で２系統に派生する。",
0xa777c4@mhfdat-jp.bin,"打突面に爪や牙を無数に刺し<join at=""10975176"">こんだ骨鎚。飛竜の頭蓋骨も<join at=""10975180"">粉砕する一撃を放つ。",
0xa777d0@mhfdat-jp.bin,"打突面に爪や牙を無数に刺し<join at=""10975188"">こんだ骨鎚。飛竜の頭蓋骨も<join at=""10975192"">粉砕する一撃を放つ。",
0xa777dc@mhfdat-jp.bin,"アトラスハンマー強化版。<join at=""10975200"">イャンクックのクチバシを丸<join at=""10975204"">ごとハンマーに加工した逸品。",
0xa777e8@mhfdat-jp.bin,"ドドブランゴの素材を使用し<join at=""10975212"">たハンマー。振るう度に噴き<join at=""10975216"">出す冷気は魂さえも凍らせる。",
0xa777f4@mhfdat-jp.bin,"グラビモスの甲殻を使用して<join at=""10975224"">作られた、超重量の殻鎚。<join at=""10975228"">その一撃は岩をも砕く。",
0xa77800@mhfdat-jp.bin,"バサルモスが成体になる前の<join at=""10975236"">一番固い顔の甲殻を使用。<join at=""10975240"">ベルトで無骨に止めている。",
0xa7780c@mhfdat-jp.bin,"スカルクラッシュ強化版。<join at=""10975248"">ディアブロスの尾が、ハンマ<join at=""10975252"">ーになって再現された逸品。",
0xa77818@mhfdat-jp.bin,"雷光虫の放電でモンスターを<join at=""10975260"">ショック状態にして、麻痺さ<join at=""10975264"">せる特殊な構造の鎚。",
0xa77824@mhfdat-jp.bin,"≪焔の龍冠≫の二つ名を持つ<join at=""10975272"">灼熱の轟槌。その威力は凄ま<join at=""10975276"">じく隕石の衝突にも匹敵する。",
0xa77830@mhfdat-jp.bin,"≪焔の龍冠≫の二つ名を持つ<join at=""10975284"">灼熱の轟槌。その威力は凄ま<join at=""10975288"">じく隕石の衝突にも匹敵する。",
0xa7783c@mhfdat-jp.bin,"遠方の街の工房で開発された<join at=""10975296"">機械鎚。その技術力は多くの<join at=""10975300"">鍛冶工房を驚嘆させたという。",
0xa77848@mhfdat-jp.bin,"竜人の最新技術を流用して<join at=""10975308"">開発した機械鎚。工房の最高<join at=""10975312"">傑作といえる武器である。",
0xa77854@mhfdat-jp.bin,"ハンマーとしての機能は果た<join at=""10975320"">していない錆びた武器。<join at=""10975324"">結晶研磨加工していくと…。",
0xa77860@mhfdat-jp.bin,"ハンマーとしての機能は果た<join at=""10975332"">していない錆びた武器。<join at=""10975336"">結晶研磨加工していくと…。",
0xa7786c@mhfdat-jp.bin,"鋼龍の素材と古き槌との融合<join at=""10975344"">により作られた氷冷槌。珠を<join at=""10975348"">くわえた蛇が模されている。",
0xa77878@mhfdat-jp.bin,"本来の姿を現した古代の軍鎚。<join at=""10975356"">打突面に刺さった龍のブレス<join at=""10975360"">の芯は、今もなお燃えている。",
0xa77884@mhfdat-jp.bin,"なぞの骨の塊。<join at=""10975368"">練習用のハンマー。<join at=""10975372"">",
0xa77890@mhfdat-jp.bin,"なぞの骨の塊。<join at=""10975380"">練習用のハンマー。<join at=""10975384"">",
0xa7789c@mhfdat-jp.bin,"老山龍の大爪を用いて、龍の<join at=""10975392"">一撃と成す。古龍の武器には<join at=""10975396"">龍殺しの力が宿ると伝わる。",
0xa778a8@mhfdat-jp.bin,"老山龍の大爪を用いて、龍の<join at=""10975404"">一撃と成す。古龍の武器には<join at=""10975408"">龍殺しの力が宿ると伝わる。",
0xa778b4@mhfdat-jp.bin,"扱いが難しい鉄製のランス。<join at=""10975416"">ガード性能の高さと、突進時<join at=""10975420"">のフィニッシュ技が特徴。",
0xa778c0@mhfdat-jp.bin,"扱いが難しい鉄製のランス。<join at=""10975428"">ガード性能の高さと、突進時<join at=""10975432"">のフィニッシュ技が特徴。",
0xa778cc@mhfdat-jp.bin,"より純度の高い鉱石を精製し<join at=""10975440"">攻撃力を強化した大槍。<join at=""10975444"">",
0xa778d8@mhfdat-jp.bin,"砦の兵装から生まれた究極の<join at=""10975452"">鋼槍。使い手はあらゆる厄災<join at=""10975456"">をはねのける城砦と化す。",
0xa778e4@mhfdat-jp.bin,"より純度の高い鉱石を精製し<join at=""10975464"">攻撃力を強化した大槍。<join at=""10975468"">",
0xa778f0@mhfdat-jp.bin,"多量のマカライト鋼で強化が<join at=""10975476"">なされたナイトスクウィード。<join at=""10975480"">大きな盾も特徴の一つ。",
0xa778fc@mhfdat-jp.bin,"多量のマカライト鋼で強化が<join at=""10975488"">なされたナイトスクウィード。<join at=""10975492"">大きな盾も特徴の一つ。",
0xa77908@mhfdat-jp.bin,"安価に作成可能なガンランス。<join at=""10975500"">性能面でも安定している。<join at=""10975504"">まずはこれから。‾C03砲撃LV1‾C00。",
0xa77914@mhfdat-jp.bin,"パラディンランス最終強化版。<join at=""10975512"">伝説の塔をその名に冠する槍。<join at=""10975516"">凄まじい存在感の豪鉄槍。",
0xa77920@mhfdat-jp.bin,"ハンマーがまだ一般化する前、<join at=""10975524"">一人の老ハンターが愛用した<join at=""10975528"">武器。オニノクロガネと読む。",
0xa7792c@mhfdat-jp.bin,"安価に作成可能なガンランス。<join at=""10975536"">性能面でも安定している。<join at=""10975540"">まずはこれから。‾C03砲撃LV1‾C00。",
0xa77938@mhfdat-jp.bin,"品質の良い高価なガンランス。<join at=""10975548"">街のギルドに正式に卸されて<join at=""10975552"">いる由緒ある一品。‾C03砲撃LV2‾C00。",
0xa77944@mhfdat-jp.bin,"カンタロスの堅い頭部を加工<join at=""10975560"">した黒いランス。角にしびれ<join at=""10975564"">薬を仕込んである。",
0xa77950@mhfdat-jp.bin,"銀火竜の素材を用いた銃槍。<join at=""10975572"">全体が銀色の鱗で覆われ高貴<join at=""10975576"">な輝きを放つ。‾C03砲撃LV3‾C00。",
0xa7795c@mhfdat-jp.bin,"カンタロスの堅い頭部を加工<join at=""10975584"">した黒いランス。角にしびれ<join at=""10975588"">薬を仕込んである。",
0xa77968@mhfdat-jp.bin,"雷光虫の放電でモンスターを<join at=""10975596"">ショック状態にして、麻痺さ<join at=""10975600"">せる特殊な構造の槍。",
0xa77974@mhfdat-jp.bin,"雷光虫の放電でモンスターを<join at=""10975608"">ショック状態にして、麻痺さ<join at=""10975612"">せる特殊な構造の槍。",
0xa77980@mhfdat-jp.bin,"軽量級の骨槍。材料も入手し<join at=""10975620"">やすく、斬れ味が長持ちする<join at=""10975624"">ので扱いやすい槍である。",
0xa7798c@mhfdat-jp.bin,"炎妃龍の素材を丹念に研磨し<join at=""10975632"">織り込んだ銃槍。蒼炎の一撃<join at=""10975636"">が獲物を砕く。‾C03砲撃LV1‾C00。",
0xa77998@mhfdat-jp.bin,"軽量級の骨槍。材料も入手し<join at=""10975644"">やすく、斬れ味が長持ちする<join at=""10975648"">ので扱いやすい槍である。",
0xa779a4@mhfdat-jp.bin,"骨加工の特徴である属性強化。<join at=""10975656"">槍で突いたときに、ヒレの刃<join at=""10975660"">から高圧縮の水が出る。",
0xa779b0@mhfdat-jp.bin,"炎妃龍の素材を丹念に研磨し<join at=""10975668"">織り込んだ銃槍。蒼炎の一撃<join at=""10975672"">が獲物を砕く。‾C03砲撃LV2‾C00。",
0xa779bc@mhfdat-jp.bin,"ネムリ草の催眠成分を濃縮し、<join at=""10975680"">水刃の中に溶け込ませた槍。<join at=""10975684"">睡眠効果としては発展途上。",
0xa779c8@mhfdat-jp.bin,"溶岩にも耐えるグラビモスの<join at=""10975692"">甲殻を槍身と盾に使用。斬れ<join at=""10975696"">味と耐久力が秀逸。‾C03砲撃LV1‾C00。",
0xa779d4@mhfdat-jp.bin,"鉄と実力を二分する骨ランス。<join at=""10975704"">ガード性能の高さと、突進時<join at=""10975708"">のフィニッシュ技が特徴。",
0xa779e0@mhfdat-jp.bin,"鉄と実力を二分する骨ランス。<join at=""10975716"">ガード性能の高さと、突進時<join at=""10975720"">のフィニッシュ技が特徴。",
0xa779ec@mhfdat-jp.bin,"多量の骨素材から良質な部分<join at=""10975728"">のみを摘出して強化した大槍。<join at=""10975732"">後の強化で４系統に派生する。",
0xa779f8@mhfdat-jp.bin,"黒き鎧竜の堅殻を用いた銃槍。<join at=""10975740"">全てを込めた一撃は、鎧竜の<join at=""10975744"">熱線も凌駕する。‾C03砲撃LV2‾C00。",
0xa77a04@mhfdat-jp.bin,"多量の骨素材から良質な部分<join at=""10975752"">のみを摘出して強化した大槍。<join at=""10975756"">後の強化で３系統に派生する。",
0xa77a10@mhfdat-jp.bin,"荒くれ者のハンターが好んで<join at=""10975764"">使うことの多い骨槍。<join at=""10975768"">別名≪ドクロランス≫",
0xa77a1c@mhfdat-jp.bin,"凍気を放つ雪獅子の素材を<join at=""10975776"">使い、高い冷却機能を備えた<join at=""10975780"">ガンランス。‾C03砲撃LV2‾C00。",
0xa77a28@mhfdat-jp.bin,"弾力に富んだ皮と、良質な鉱<join at=""10975788"">石を組み合わせた巨大な銃槍。<join at=""10975792"">毒属性が強力。‾C03砲撃LV2‾C00。",
0xa77a34@mhfdat-jp.bin,"バーバリアンタスク上位強化<join at=""10975800"">版。辺境ハンターの豪傑達が<join at=""10975804"">愛用する豪骨槍。",
0xa77a40@mhfdat-jp.bin,"雄火竜リオレウスの尻尾から<join at=""10975812"">加工された槍。刀身は細いが、<join at=""10975816"">高熱の炎を噴きだす炎槍。",
0xa77a4c@mhfdat-jp.bin,"ボーンクロウランスの改造版。<join at=""10975824"">ガンランスの機構を組み込み、<join at=""10975828"">遠距離戦にも対応。‾C03砲撃LV2‾C00。",
0xa77a58@mhfdat-jp.bin,"龍木を加工し作られた、<join at=""10975836"">竜人族秘伝の銃槍。‾C03砲撃LV3‾C00。<join at=""10975840"">構造上、中折れ式ではない。",
0xa77a64@mhfdat-jp.bin,"重厚にして鋭利、ディアブロ<join at=""10975848"">スの自慢の角を槍に加工。<join at=""10975852"">砂漠の覇者の風格がただよう。",
0xa77a70@mhfdat-jp.bin,"翡翠色に輝く神秘的な槍。<join at=""10975860"">繊細な外観とは裏腹に硬い甲<join at=""10975864"">殻すら貫き通す威力をもつ。",
0xa77a7c@mhfdat-jp.bin,"重厚にして鋭利、ディアブロ<join at=""10975872"">スの自慢の角を槍に加工。<join at=""10975876"">砂漠の覇者の風格がただよう。",
0xa77a88@mhfdat-jp.bin,"駆け出しハンターにとっては<join at=""10975884"">充分すぎる性能のランス。<join at=""10975888"">赤と白のストライプが鮮やか。",
0xa77a94@mhfdat-jp.bin,"ブロスホーンの強化版。<join at=""10975896"">この赤槍を所持することは、<join at=""10975900"">最強の証である。",
0xa77aa0@mhfdat-jp.bin,"毒性の強い岩竜バサルモスの<join at=""10975908"">翼を加工してできた大槍。<join at=""10975912"">突き刺すときに毒を注入する。",
0xa77aac@mhfdat-jp.bin,"鎌蟹の鋭利な甲殻を槍身に<join at=""10975920"">あてこんだ攻撃的なランス。<join at=""10975924"">優れた斬れ味を誇る。",
0xa77ab8@mhfdat-jp.bin,"毒性の強い岩竜バサルモスの<join at=""10975932"">翼を加工してできた大槍。<join at=""10975936"">突き刺すときに毒を注入する。",
0xa77ac4@mhfdat-jp.bin,"ヴェノムスクウィード強化版。<join at=""10975944"">その物々しい外観は他を威圧<join at=""10975948"">する。特殊素材を必要とする。",
0xa77ad0@mhfdat-jp.bin,"遠方の街の工房で開発された<join at=""10975956"">機械槍。その技術力は多くの<join at=""10975960"">鍛冶工房を驚嘆させたという。",
0xa77adc@mhfdat-jp.bin,"竜人の最新技術を流用して<join at=""10975968"">開発した機械槍。工房の最高<join at=""10975972"">傑作といえる武器である。",
0xa77ae8@mhfdat-jp.bin,"ランスとしての機能は果たし<join at=""10975980"">ていない錆びた武器。<join at=""10975984"">結晶研磨加工していくと…。",
0xa77af4@mhfdat-jp.bin,"ランスとしての機能は果たし<join at=""10975992"">ていない錆びた武器。<join at=""10975996"">結晶研磨加工していくと…。",
0xa77b00@mhfdat-jp.bin,"鎌蟹の鋭利な甲殻を槍身に<join at=""10976004"">あてこんだ攻撃的なランス。<join at=""10976008"">優れた斬れ味を誇る。",
0xa77b0c@mhfdat-jp.bin,"太古の金属でできた機械槍。<join at=""10976016"">現行の加工技術では、折れた<join at=""10976020"">先端を復元することは不可能。",
0xa77b18@mhfdat-jp.bin,"邪龍ミラボレアスを祀る神器。<join at=""10976028"">〜大地の龍脈より命を受け　<join at=""10976032"">　御神体の東門へ注ぐ者也〜",
0xa77b24@mhfdat-jp.bin,"ラージャンの見事な角を<join at=""10976040"">加工し作られた金色の槍。<join at=""10976044"">突き込む度に雷光が迅る。",
0xa77b30@mhfdat-jp.bin,"ハンターが最初に手にする剣。<join at=""10976052"">威力の弱さを手数で補う武器。<join at=""10976056"">連続斬りが特徴。",
0xa77b3c@mhfdat-jp.bin,"ハンターが最初に手にする剣。<join at=""10976064"">威力の弱さを手数で補う武器。<join at=""10976068"">連続斬りが特徴。",
0xa77b48@mhfdat-jp.bin,"より純度の高い鉱石を精製し、<join at=""10976076"">攻撃力を強化した片手剣。<join at=""10976080"">",
0xa77b54@mhfdat-jp.bin,"より純度の高い鉱石を精製し、<join at=""10976088"">攻撃力を強化した片手剣。<join at=""10976092"">",
0xa77b60@mhfdat-jp.bin,"より純度の高い鉱石を精製し、<join at=""10976100"">攻撃力を強化した片手剣。<join at=""10976104"">",
0xa77b6c@mhfdat-jp.bin,"雷獣キリンの角を武器に利用<join at=""10976112"">したもの。ゲリョスの皮膚で<join at=""10976116"">柄部分を保護する必要がある。",
0xa77b78@mhfdat-jp.bin,"紫電１次強化版。<join at=""10976124"">キリンのたてがみは電気を<join at=""10976128"">増幅させる効果がある。",
0xa77b84@mhfdat-jp.bin,"遠方の村で発掘されたとい<join at=""10976136"">う剣のレプリカモデル。<join at=""10976140"">可能な限り、性能を再現。",
0xa77b90@mhfdat-jp.bin,"目撃の噂だけが流れていた、<join at=""10976148"">幻獣キリンの素材でできた剣。<join at=""10976152"">刀身を常に電撃が這いまわる。",
0xa77b9c@mhfdat-jp.bin,"ランポスの牙を利用して加工<join at=""10976160"">された蛇鉈。強化していくと<join at=""10976164"">属性武器に派生する。",
0xa77ba8@mhfdat-jp.bin,"これまで規格外品扱いだった<join at=""10976172"">素材も、技術の進歩で次々と<join at=""10976176"">加工可能に。強力な片手剣。",
