location,source,target
0xb8bc68@mhfdat-jp.bin,"コゲた肉。
スタミナを回復する場合も
あるが、その逆の場合も…。",
0xb8bc6c@mhfdat-jp.bin,"食べると体が火照って、
一定時間寒さを忘れさせて
くれる。",
0xb8bc70@mhfdat-jp.bin,"食べると体が火照って、
一定時間寒さを緩和し、
スタミナも回復してくれる。",
0xb8bc74@mhfdat-jp.bin,"食べると体が冷えて、
一定時間暑さを忘れさせて
くれる。",
0xb8bc78@mhfdat-jp.bin,"食べると体が冷えて、
一定時間暑さを緩和し、
スタミナも回復してくれる。",
0xb8bc7c@mhfdat-jp.bin,"食べると
解毒効果のある肉。",
0xb8bc80@mhfdat-jp.bin,"食べると解毒効果があり、
スタミナも回復してくれる。",
0xb8bc84@mhfdat-jp.bin,"生焼けの魚。生焼けだが
食べると体力が回復する。",
0xb8bc88@mhfdat-jp.bin,"こんがりと焼けた魚。
食べると回復力が上がり、
元気にもなる。",
0xb8bc8c@mhfdat-jp.bin,"こんがりと焼けたドス級魚。
食べると回復力が上がり、
元気にもなる。",
0xb8bc90@mhfdat-jp.bin,"丁度良い具合にこんがりと
焼けた魚。食べると回復力
が上がり、元気にもなる。",
0xb8bc94@mhfdat-jp.bin,"絶妙なタイミングで焼けた
ドス級の魚。食べると回復
力が上がり、元気にもなる。",
0xb8bc98@mhfdat-jp.bin,"コゲた魚。コゲてはいるが
食べると体力が回復する。",
0xb8bc9c@mhfdat-jp.bin,ダミー。,
0xb8bca0@mhfdat-jp.bin,"投げると戻ってくる
独特の形をした異国の武器。",
0xb8bca4@mhfdat-jp.bin,"投てき用ナイフ。対象に
向かって一直線に飛んでいく。
‾C05（支給品専用）",
0xb8bca8@mhfdat-jp.bin,"刃先に毒を塗った投げナイフ。
対象に毒の効果をもたらす。
‾C05（支給品専用）",
0xb8bcac@mhfdat-jp.bin,"刃先に睡眠効果のある粉塵を
塗りつけた投げナイフ。
‾C05（支給品専用）",
0xb8bcb0@mhfdat-jp.bin,"刃先に神経性の毒を塗った
麻痺効果のある投げナイフ。
‾C05（支給品専用）",
0xb8bcb4@mhfdat-jp.bin,"罠にかかったモンスターを
捕獲する専用の投げナイフ。
‾C05（支給品専用）",
0xb8bcb8@mhfdat-jp.bin,手投げ玉の元となる素材。,
0xb8bcbc@mhfdat-jp.bin,"強烈な色と匂いを付着させる
ことで、モンスターの足取り
を把握できる手投げ玉。",
0xb8bcc0@mhfdat-jp.bin,"強烈な閃光を発する手投げ玉。
眼前で炸裂させることで、
モンスターの目をくらませる。",
0xb8bcc4@mhfdat-jp.bin,"爆発すると高い周波数の快音
を発する手投げ爆弾。",
0xb8bcc8@mhfdat-jp.bin,モンスターのフン。,
0xb8bccc@mhfdat-jp.bin,"着弾地点から、特定の飛竜が
苦手とする異臭を発散する玉。",
0xb8bcd0@mhfdat-jp.bin,"着弾地点から、
広い範囲に煙を発散する玉。",
0xb8bcd4@mhfdat-jp.bin,"その場に毒素を含んだ煙を
まき散らす煙玉。害虫対策
として主婦層にも人気。",
0xb8bcd8@mhfdat-jp.bin,"瞬時にしてベースキャンプへ
戻ることができる不思議な玉。",
0xb8bcdc@mhfdat-jp.bin,"アイテム使用不可状態を解除
するアイテム。地面に投げる
と煙が出て消臭できる。",
0xb8bce0@mhfdat-jp.bin,"罠にかかったモンスターを
捕獲する専用の手投げ麻酔玉。",
0xb8bce4@mhfdat-jp.bin,粘着性の強いクモの巣。,
0xb8bce8@mhfdat-jp.bin,"ある程度の重量に耐える強靭
なネット。",
0xb8bcec@mhfdat-jp.bin,"落とし穴など、いろんな
仕掛けを仕上げるために
必要な工具。",
0xb8bcf0@mhfdat-jp.bin,"モンスターを落とすための罠。
超重量の負荷がかかると
発動する仕組み。",
0xb8bcf4@mhfdat-jp.bin,"モンスターの動きを止める
ことができる罠。
捕獲に使用可能。",
0xb8bcf8@mhfdat-jp.bin,"雷を導く金属の棒。設置後
一定時間で雷が落ちてくる。
晴れている日には使用不可。",
0xb8bcfc@mhfdat-jp.bin,ダミー。,
0xb8bd00@mhfdat-jp.bin,"小樽の蓋。
絵のようなものが描かれて
いる。",
0xb8bd04@mhfdat-jp.bin,中身の入ってない小さなタル。,
0xb8bd08@mhfdat-jp.bin,中身の入ってない大きなタル。,
0xb8bd0c@mhfdat-jp.bin,時限式の小さな爆弾。,
0xb8bd10@mhfdat-jp.bin,"小タル爆弾を改良した強化版。
小さいからといって甘く見る
と痛い目にあう。",
0xb8bd14@mhfdat-jp.bin,"衝撃によって爆発する爆弾。
その威力は絶大。",
0xb8bd18@mhfdat-jp.bin,"大タル爆弾を改良した強化版。
対モンスターの頼もしい道具。
Ｇの名前はダテじゃない。",
0xb8bd1c@mhfdat-jp.bin,"仕掛けると空中へ飛んで
いく改良型の爆弾。敵に
当てるのには技術が必要。",
0xb8bd20@mhfdat-jp.bin,"打ち上げタル爆弾の改良型。
敵に当てるのには技術が必要。",
0xb8bd24@mhfdat-jp.bin,"ターゲットにひっつく
小型の時限式爆弾。
‾C05（支給品専用）",
0xb8bd28@mhfdat-jp.bin,"【ＣＴアイテム】
イベント用爆弾",
0xb8bd2c@mhfdat-jp.bin,中身のないカラの実。,
0xb8bd30@mhfdat-jp.bin,"脊椎を利用した骨の薬莢。
カラの実よりも頑丈で、強度
の高い弾を作り出せる。",
0xb8bd34@mhfdat-jp.bin,"大型飛竜類の脊椎から採取
された骨の薬莢。頑強な弾は
大量の火薬の爆発にも耐える。",
0xb8bd38@mhfdat-jp.bin,"入門用ともいえる安価な弾。
威力はあまり期待できない。
弾数は無限。",
0xb8bd3c@mhfdat-jp.bin,"一般的な弾。LV1より
威力が増大されている。
最大９９発。",
0xb8bd40@mhfdat-jp.bin,"一般的な弾。
跳弾による追加ダメージが
狙える。最大９９発。",
0xb8bd44@mhfdat-jp.bin,"貫通して飛ぶ弾。モンスター
によっては複数回当たる。
最大６０発。",
0xb8bd48@mhfdat-jp.bin,"貫通して飛ぶ弾。
LV1よりヒット回数が増加。
最大６０発。",
0xb8bd4c@mhfdat-jp.bin,"貫通して飛ぶ弾。
貫通弾系最多のヒット回数。
最大６０発。",
0xb8bd50@mhfdat-jp.bin,"広範囲を攻撃できる弾。
近ければ複数回ヒットする。
最大６０発。",
0xb8bd54@mhfdat-jp.bin,"広範囲を攻撃できる弾。
LV1よりヒット回数が増加。
最大６０発。",
0xb8bd58@mhfdat-jp.bin,"広範囲を攻撃できる弾。
散弾系最多のヒット回数。
最大６０発。",
0xb8bd5c@mhfdat-jp.bin,"刺さった後、爆発する弾。
高い威力を持つ。
最大９発。",
0xb8bd60@mhfdat-jp.bin,"刺さった後、爆発する弾。
かなり高い威力を持つ。
最大９発。",
0xb8bd64@mhfdat-jp.bin,"刺さった後、爆発する弾。
すさまじい威力を持つ。
最大９発。",
0xb8bd68@mhfdat-jp.bin,"着弾時に３個の爆弾が飛散る
弾。仲間にも当たるので注意
が必要。最大３発。",
0xb8bd6c@mhfdat-jp.bin,"着弾時に４個の爆弾が飛散る
弾。仲間にも当たるので注意
が必要。最大３発。",
0xb8bd70@mhfdat-jp.bin,"着弾時に５個の爆弾が飛散る
弾。仲間にも当たるので注意
が必要。最大３発。",
0xb8bd74@mhfdat-jp.bin,"強力な火属性を持つ弾。
火に弱いモンスターには、
かなり有効。最大６０発。",
0xb8bd78@mhfdat-jp.bin,"強力な水属性を持つ弾。
水に弱いモンスターには、
かなり有効。最大６０発。",
0xb8bd7c@mhfdat-jp.bin,"強力な雷属性を持つ弾。
雷に弱いモンスターには、
かなり有効。最大６０発。",
0xb8bd80@mhfdat-jp.bin,"強力な氷属性を持つ弾。
氷に弱いモンスターには、
かなり有効。最大６０発。",
0xb8bd84@mhfdat-jp.bin,"普通のボウガンでは扱うこと
さえできない謎の弾。
最大２０発。",
0xb8bd88@mhfdat-jp.bin,"着弾した相手の体力を
少量回復させる弾。
最大１２発。",
0xb8bd8c@mhfdat-jp.bin,"着弾した相手の体力を
中量回復させる弾。
最大１２発。",
0xb8bd90@mhfdat-jp.bin,"毒状態にさせる弾。
モンスターによっては複数発
必要。最大１２発。",
0xb8bd94@mhfdat-jp.bin,"毒状態にさせる弾の強化版。
モンスターによっては複数発
必要。最大８発。",
0xb8bd98@mhfdat-jp.bin,"麻痺状態にさせる弾。
モンスターによっては複数発
必要。最大１２発。",
0xb8bd9c@mhfdat-jp.bin,"麻痺状態にさせる弾の強化版。
モンスターによっては複数発
必要。最大８発。",
0xb8bda0@mhfdat-jp.bin,"睡眠状態にさせる弾。
モンスターによっては複数発
必要。最大１２発。",
0xb8bda4@mhfdat-jp.bin,"睡眠状態にさせる弾の強化版。
モンスターによっては複数発
必要。最大８発。",
0xb8bda8@mhfdat-jp.bin,"罠にかかったモンスターを
捕獲するボウガン専用の
麻酔弾。最大８発。",
0xb8bdac@mhfdat-jp.bin,"撃ったモンスターを一定時間
地図に表示する弾。
最大９９発。",
0xb8bdb0@mhfdat-jp.bin,"着弾した者に修羅のごとき
力を与えると伝わる弾。
最大５発。",
0xb8bdb4@mhfdat-jp.bin,"着弾した者の皮膚を岩石の
ごとく硬質化させると伝わる
弾。最大５発。",
0xb8bdb8@mhfdat-jp.bin,ダミー。,
0xb8bdbc@mhfdat-jp.bin,ソフト仮データ,
0xb8bdc0@mhfdat-jp.bin,"何も入っていない空のビン。
このままでは、ただのビン。",
0xb8bdc4@mhfdat-jp.bin,"矢に装填することで
攻撃力を上げられるビン。
最大８０個。",
0xb8bdc8@mhfdat-jp.bin,"装填することで攻撃力を
上げられる毒属性のビン。
最大４０個。",
0xb8bdcc@mhfdat-jp.bin,"装填することで攻撃力を
上げられる麻痺属性のビン。
最大４０個。",
0xb8bdd0@mhfdat-jp.bin,"装填することで攻撃力を
上げられる睡眠属性のビン。
最大４０個。",
0xb8bdd4@mhfdat-jp.bin,ダミー。,
0xb8bdd8@mhfdat-jp.bin,"よく跳ねる元気なバッタ。
釣りエサとして使える。",
0xb8bddc@mhfdat-jp.bin,"まるまると太ったミミズ。
釣りエサとして使える。",
0xb8bde0@mhfdat-jp.bin,"常に光を発するホタル。
釣りエサとして使える。",
0xb8bde4@mhfdat-jp.bin,釣りエサとして使えるカエル。,
0xb8bde8@mhfdat-jp.bin,"マグロ系の魚が好んで食べる
釣りエサ。",
0xb8bdec@mhfdat-jp.bin,"アロワナ系の魚が好んで食べ
る釣りエサ。",
0xb8bdf0@mhfdat-jp.bin,"黄金魚が好んで食べる
釣りエサ。",
0xb8bdf4@mhfdat-jp.bin,"釣りエサとして使えるハエ。
どんな魚もすぐさま食いつく
という。入れ食いフィーバー！",
0xb8bdf8@mhfdat-jp.bin,"刃こぼれしやすい安物の
ピッケル。",
0xb8bdfc@mhfdat-jp.bin,"鉄で作られたピッケル。
刃こぼれしにくい。",
0xb8be00@mhfdat-jp.bin,"より刃こぼれを抑えるため、
鋼で強化されたピッケル。",
0xb8be04@mhfdat-jp.bin,"編み目のやぶれやすい安物の
虫あみ。",
0xb8be08@mhfdat-jp.bin,編み目のやぶれにくい虫あみ。,
0xb8be0c@mhfdat-jp.bin,"編み目がやぶれにくく、頑丈
に作られた虫あみ。",
0xb8be10@mhfdat-jp.bin,"生肉を焼き、
食用肉にすることができる
ハンターの必需品。",
0xb8be14@mhfdat-jp.bin,"忙しい人御用達。
短い時間でこんがり焼けるが
テクニックが必要。",
0xb8be18@mhfdat-jp.bin,"アツイ男の肉焼きセット。
こんがり肉が焼きやすい
高級な肉焼きセット。",
0xb8be1c@mhfdat-jp.bin,"美しい女性の肉焼きセット。
何度でも、肉を焼きたくなる
音色。",
0xb8be20@mhfdat-jp.bin,"アイルー御用達、
高級な肉焼きセット。
失敗しても許せちゃう？",
0xb8be24@mhfdat-jp.bin,"高級な肉焼き機と調合する
ことで、よろず焼きセットに
変えられる。",
0xb8be28@mhfdat-jp.bin,"焼きたいものと調合する事で
肉以外のものも焼けてしまう
優れもの。",
0xb8be2c@mhfdat-jp.bin,"生肉を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
0xb8be30@mhfdat-jp.bin,"調理肉を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
0xb8be34@mhfdat-jp.bin,"スパイシー生肉を焼ける
状態のよろず焼きセット。
後は上手に焼くだけ。",
0xb8be38@mhfdat-jp.bin,"クール生肉を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
0xb8be3c@mhfdat-jp.bin,"毒生肉を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
0xb8be40@mhfdat-jp.bin,"魚を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
0xb8be44@mhfdat-jp.bin,"大きな魚を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
0xb8be48@mhfdat-jp.bin,ダミー。,
0xb8be4c@mhfdat-jp.bin,ダミー。,
0xb8be50@mhfdat-jp.bin,"標準サイズの砥石。
武器を研磨し、斬れ味を回復
させることができる。",
0xb8be54@mhfdat-jp.bin,遠くを見ることができる。,
0xb8be58@mhfdat-jp.bin,調合失敗でできたゴミ。,
0xb8be5c@mhfdat-jp.bin,"特定モンスターの注意を引く
ことができる、あぶない笛。
確率で壊れる。",
0xb8be60@mhfdat-jp.bin,"特殊な音色には癒しの効果が
あり、それを聴いた人は体力
が回復する。確率で壊れる。",
0xb8be64@mhfdat-jp.bin,"特殊な音色を聴いた人は自然
治癒能力が促進され、毒を
跳ねのける。確率で壊れる。",
0xb8be68@mhfdat-jp.bin,"特殊な音色を聴いた人は
どこからか勇気が湧き、力が
みなぎる。確率で壊れる。",
0xb8be6c@mhfdat-jp.bin,"特殊な音色を聴いた人は
精神が高まり、忍耐力が増す。
確率で壊れる。",
0xb8be70@mhfdat-jp.bin,栄養価の高いハチミツ。,
0xb8be74@mhfdat-jp.bin,"昼しか採れない不思議な草。
調合の材料等に用いられる。",
0xb8be78@mhfdat-jp.bin,"夜しか採れず、いい匂いのす
る不思議な草。
調合の材料等に用いられる。",
0xb8be7c@mhfdat-jp.bin,体力を微量回復する草。,
0xb8be80@mhfdat-jp.bin,"解毒作用を秘めた草。
単品で食べることで、
効能を発揮する場合もある。",
0xb8be84@mhfdat-jp.bin,発火作用を秘めた不思議な草。,
0xb8be88@mhfdat-jp.bin,柔軟性が高く強靭な草。,
0xb8be8c@mhfdat-jp.bin,睡眠作用を秘めた草。,
0xb8be90@mhfdat-jp.bin,"葉の表面に強い粘着性を持つ
草。付着すると、ネバネバが
なかなか取れない。",
0xb8be94@mhfdat-jp.bin,"メラルーの大好物。
盗まずにはいられない。",
0xb8be98@mhfdat-jp.bin,"解毒成分が含まれているが、
単品では効果が発揮されない。",
0xb8be9c@mhfdat-jp.bin,"「サボテンの花」の突然変異。
普通の場所には咲いていない。
‾C05（精算アイテム）",
0xb8bea0@mhfdat-jp.bin,"一口かじるだけでも火をふく
辛さ。体はあったまるけれど、
このままではちょっと…。",
0xb8bea4@mhfdat-jp.bin,"小指ほどの大きさの採取が
難しいキノコ。モスの好物。
‾C05（精算アイテム）",
0xb8bea8@mhfdat-jp.bin,"特産キノコの中でも
特に形や香りの良い物の総称。
‾C05（精算アイテム）",
0xb8beac@mhfdat-jp.bin,"特産キノコが十分に熟成した
とてつもない臭いのキノコ。
‾C05（精算アイテム）",
0xb8beb0@mhfdat-jp.bin,増強作用を秘めたキノコ。,
0xb8beb4@mhfdat-jp.bin,高熱を秘めた珍しいキノコ。,
0xb8beb8@mhfdat-jp.bin,麻痺作用を秘めたキノコ。,
0xb8bebc@mhfdat-jp.bin,"毒素を秘めたキノコ。
食べると毒状態となるが…。",
0xb8bec0@mhfdat-jp.bin,"不思議なにおいのするキノコ
食べると…。",
0xb8bec4@mhfdat-jp.bin,"引きぬいた人間の生命を奪う
と伝えられる、危険なキノコ。",
0xb8bec8@mhfdat-jp.bin,"スタミナを少量回復する
キノコ。
‾C05（精算アイテム）",
0xb8becc@mhfdat-jp.bin,"夜にのみ採れる珍しいキノコ。
そのままでは食べられないが
なにかと調合してみれば…。",
0xb8bed0@mhfdat-jp.bin,"様々な色の花びらを持つ
かわいらしいたんぽぽ。染料
の材料として重宝されている。",
0xb8bed4@mhfdat-jp.bin,"破裂すると強烈な色と匂いを
発散する木の実。その匂いは
遠く離れていても届く。",
0xb8bed8@mhfdat-jp.bin,"一時的に攻撃力が上昇する種。
食べると経絡エネルギーの流
れが活性化し、力が増す。",
0xb8bedc@mhfdat-jp.bin,"一時的に防御力が上昇する種。
食べることで力がみなぎり、
肉体の強度が増す。",
0xb8bee0@mhfdat-jp.bin,"太古から龍が忌み嫌うと伝え
られている不思議な実。",
0xb8bee4@mhfdat-jp.bin,"衝撃を加えることで中身が飛
び散るクルミ。",
0xb8bee8@mhfdat-jp.bin,針のように鋭い木の実。,
0xb8beec@mhfdat-jp.bin,"衝撃を加えることで破裂する
木の実。",
0xb8bef0@mhfdat-jp.bin,一部が欠損している貝殻。,
0xb8bef4@mhfdat-jp.bin,"貝からとれる黒く光る珠。
宝石としての価値もあるが、
装備品の素材にも用いられる。",
0xb8bef8@mhfdat-jp.bin,"陽の光に反応してぼんやりと
輝く鉱石。強度を高める合金
素材として重宝されている。",
0xb8befc@mhfdat-jp.bin,"小さな石ころ。
投げることができる。",
0xb8bf00@mhfdat-jp.bin,"鉄の鉱石。
汎用性に富んだ金属を、精製
することができる。",
0xb8bf04@mhfdat-jp.bin,"微生物の遺骸や腐敗物が結晶
化した石。工房で武器の研磨
材として重宝されている。",
0xb8bf08@mhfdat-jp.bin,"鉄鉱石よりも良質な金属が採
れる鉱石。精製されてマカラ
イト鋼になる。別名：燕雀石",
0xb8bf0c@mhfdat-jp.bin,"マカライト鋼よりも良質な金
属が精製できる鉱石。希少
価値が高い。別名：輝竜石",
0xb8bf10@mhfdat-jp.bin,"ドラグライト鋼よりも良質な
金属が精製できる鉱石。目下、
研究中の素材。別名：霊鶴石",
0xb8bf14@mhfdat-jp.bin,"あらゆる素材をつなぐことの
できる、不思議な金属を含む
鉱石。別名：白鳩石",
0xb8bf18@mhfdat-jp.bin,"常温で燃え盛る灼熱の鉱石。
その高温で素材同士を結合
させる。別名：鳳凰石",
0xb8bf1c@mhfdat-jp.bin,ダミー。,
0xb8bf20@mhfdat-jp.bin,"可燃性の岩石。
ほのかな温かみを感じる。
‾C05（精算アイテム）",
0xb8bf24@mhfdat-jp.bin,"鈍く輝くクリスタル。
非常に硬度が高く、工房など
で道具にも利用されている。",
0xb8bf28@mhfdat-jp.bin,"光り輝くクリスタル。
非常に硬度が高く、工房など
で道具にも利用されている。",
0xb8bf2c@mhfdat-jp.bin,"調合により大地の結晶に含ま
れる抗菌性物質の濃度を高め
た石。自然界には存在しない。",
0xb8bf30@mhfdat-jp.bin,"常温でも溶ける事のない
氷の結晶。鉱物の密度を高め
る効果のある事が判明した。",
0xb8bf34@mhfdat-jp.bin,ダミー。,
0xb8bf38@mhfdat-jp.bin,"この地域では咲かない花。
種が風にのって花を咲かせた
らしい。極彩色の大きな花。",
0xb8bf3c@mhfdat-jp.bin,"上質な油分を含む木の実。
皮をなめしたり、色を鮮明に
する効果も併せ持つ。",
0xb8bf40@mhfdat-jp.bin,"氷結晶の中に虫や花などの
生物が閉じ込められた物の
特別な呼び名。",
0xb8bf44@mhfdat-jp.bin,"メラルーが持っているポーチ。
中はごちゃごちゃしている。
‾C05（精算アイテム）",
0xb8bf48@mhfdat-jp.bin,"武器を砥ぐことができる
ぐらい、背ビレの硬い魚。",
0xb8bf4c@mhfdat-jp.bin,"脂の乗った美味い魚。
食べると体力が少量回復する。",
0xb8bf50@mhfdat-jp.bin,睡眠作用を持つ魚。,
0xb8bf54@mhfdat-jp.bin,アゴに細く鋭いハリをもつ魚。,
0xb8bf58@mhfdat-jp.bin,絶命時にはじける魚。,
0xb8bf5c@mhfdat-jp.bin,絶命時に拡散する魚。,
0xb8bf60@mhfdat-jp.bin,絶命時に破裂する魚。,
0xb8bf64@mhfdat-jp.bin,絶命時に爆裂する魚。,
0xb8bf68@mhfdat-jp.bin,"ひときわ大きなキレアジ。
研ぎ効果もアップ。",
0xb8bf6c@mhfdat-jp.bin,"ひときわ大きな眠魚。
弾の調合に用いられる。",
0xb8bf70@mhfdat-jp.bin,"ひときわ大きなハリマグロ。
弾の調合に用いられる。",
0xb8bf74@mhfdat-jp.bin,"ひときわ大きなはじけイワシ。
弾の調合に用いられる。",
0xb8bf78@mhfdat-jp.bin,"ひときわ大きな
ハレツアロワナ。
弾の調合に用いられる。",
0xb8bf7c@mhfdat-jp.bin,"なんでも口にしてしまう魚。
たまに、食べた物が胃の中に
残っていることがある。",
0xb8bf80@mhfdat-jp.bin,"ひときわ大きな大食いマグロ。
大きいものも、
かまわず食べてしまう。",
0xb8bf84@mhfdat-jp.bin,"全身黄金の珍魚。
高値で取引されている。
‾C05（精算アイテム）",
0xb8bf88@mhfdat-jp.bin,"希少価値の高い巨大魚。
何かに使えそう…。",
