location,source,target
0x18701c@mhfpac.bin,‾C00Currently unable to jump to this area.,
0x187024@mhfpac.bin,‾C00You cannot jump to your current location.,
0x18702c@mhfpac.bin,"‾C00
Chat Message Receipt Restrictions

 Message Receipt Restrictions


{k01}: Back {k00}: Confirm",
0x187034@mhfpac.bin,"‾C00これまでのゲームデータを
メモリーカード(PS2)に保存しますか？",
0x18703c@mhfpac.bin,‾C00Enter this room?,
0x187044@mhfpac.bin,"‾C00Restrictions have been placed on who can
enter this room. You are unable to enter.",
0x18704c@mhfpac.bin,‾C00The password is incorrect.,
0x187054@mhfpac.bin,"‾C00You've joined a Quest. Press {k00} at the Quest
Departure Area to complete Quest departure
preparations.",
0x18705c@mhfpac.bin,"Quest data does not match. Unable to join Quest.

1) Refresh event data by leaving and reentering town,
and you will be able to join the Quest.

2) If the Quest initiator does not have the latest
Quest data, however, you will be unable to join the
Quest.",
0x187064@mhfpac.bin,"‾C00Event Quest download failed.
You may need to leave and reenter the town in order to
refresh event data.",
0x18706c@mhfpac.bin,‾C00Quest Requirements not met,
0x187074@mhfpac.bin,‾C00Quest joining conditions not met.,
0x18707c@mhfpac.bin,"‾C00Hunters who do not own monsters are unable to
enter this Quest.",
0x187084@mhfpac.bin,"‾C00Hunters who do not own monsters may not act as
the leader.",
0x18708c@mhfpac.bin,‾C00ＷＡＮＴＥＤ契約料が不足しています。,
0x187094@mhfpac.bin,‾C00 Quest reception is crowded.,
0x18709c@mhfpac.bin,‾C00Another player has already joined.,
0x1870a4@mhfpac.bin,‾C00Quest has been abandoned.,
0x1870ac@mhfpac.bin,‾C00Connection error.,
0x1870b4@mhfpac.bin,"‾C05Some members are not ready.
Are you sure you want to depart?",
0x1870bc@mhfpac.bin,"‾C00Cancel Quest departure.
Are you sure?",
0x1870c4@mhfpac.bin,‾C00Departing on Quest. Are you sure?,
0x1870cc@mhfpac.bin,‾C00You cannot take any exams currently.,
0x1870d4@mhfpac.bin,"‾C00No Elder Dragon Siege Battles are taking place at the
moment. Siege Battles take place ‾C05between Friday and
Monday every week‾C00.
Web Info ‾C05(Your browser will be opened.)‾C00
Close",
0x1870dc@mhfpac.bin,"‾C00メモリーカード差込口‾A00の
メモリーカード(PS2)に
ＮＥＴファイルをセーブしました。",
0x1870e4@mhfpac.bin,‾C00Unable to add the sender of this message.,
0x1870ec@mhfpac.bin,‾C00Unable to reply to this message.,
0x1870f4@mhfpac.bin,"‾C05Warning!

‾C00This service cannot be used on your current plan.
Would you like to change to the ‾C02Hunter Life Plan‾C05?

Change Member Rank ‾C05(your browser will be opened)‾C00
Close

‾C05If you change your plan, you'll need to quit the game
and log in again.",
0x1870fc@mhfpac.bin,"‾C05Warning!

‾C00This service is only available to those who play in
Certified MHF NetCafes.

About Certified MHF NetCafes
Close

‾C05Please connect from your nearest Certified MHF
NetCafe.",
0x187104@mhfpac.bin,‾C00Operation cancelled.,
0x18710c@mhfpac.bin,‾C00Processing.,
0x187114@mhfpac.bin,‾C00Connection error.,
0x18711c@mhfpac.bin,‾C00Searching.,
0x187124@mhfpac.bin,‾C00Return to Mezeporta Square?,
0x18712c@mhfpac.bin,"‾C00You cannot select a name that contains more than eight
characters.",
0x18713c@mhfpac.bin,"‾C00
Go to the Smithy

 ‾C10Go to the Elder Palace 


‾C00{k01}: Back {k00}: Confirm",
0x187144@mhfpac.bin,"‾C00
Go to the Smithy

 Go to the Elder Palace 


‾C00{k01}: Back {k00}: Confirm",
0x18714c@mhfpac.bin,"‾C00
Go to the Tavern

 ‾C10Go to the Elder Palace


‾C00{k01}: Back {k00}: Confirm",
0x187154@mhfpac.bin,"‾C00
Go to the Tavern

 ‾C10Go to the Elder Palace


‾C00{k01}: Back {k00}: Confirm",
0x18715c@mhfpac.bin,"‾C00This Quest's acceptance period has ended.
Go to the Clan Counter to cancel the Quest, then
initiate another Quest.",
0x187164@mhfpac.bin,‾C00You do not meet this Quest's special conditions.,
0x18716c@mhfpac.bin,"‾C00ランドへ移動(別の広場)

ワールドへ移動(別の区画)

クエストボードへ移動

求人板へ移動

猟団部屋へ移動

 ‾C00{k00} 決定    {k01} 戻る",
0x187174@mhfpac.bin,"‾C00
Exit Game

Return to Login Screen


 {k00} Confirm {k01} Cancel",
0x18717c@mhfpac.bin,‾C00 Would you like to join this group?,
0x187184@mhfpac.bin,"‾C00Join this group?
‾C02(You may need to change world or land.)",
0x18718c@mhfpac.bin,"‾C00Your Hunter Rank does not meet the joining
conditions for this group.",
0x187194@mhfpac.bin,"‾C00Would you like to jump?
‾C02(You may need to change land.)",
0x18719c@mhfpac.bin,‾C00Would you like to jump?,
0x1871a4@mhfpac.bin,‾C00Enter this tavern?,
0x1871ac@mhfpac.bin,"‾C00Are you sure you want to return this monster to
the wild?",
0x1871b4@mhfpac.bin,"‾C00The leader is currently choosing what food to
give to the monster. Please wait a moment.",
0x1871bc@mhfpac.bin,‾C00Please wait a moment.,
0x1871c4@mhfpac.bin,"‾C00
Public Bar in this Land

Search for a Public Bar


 ‾C00{k00} Confirm {k01} Back",
0x1871cc@mhfpac.bin,‾C00Invalid password.,
0x1871d4@mhfpac.bin,‾C00Great Arena events only take place in the evening.,
0x1871dc@mhfpac.bin,"‾C00You do not meet the special conditions. It is
forbidden both to take items used for capturing
into the Great Arena and to make use of them.
Please do not bring items used for capturing into
the Great Arena.",
0x1871e4@mhfpac.bin,"‾C00This player has blocked befriending.
You will need to receive a Message from this
player if you want to register them as a friend.",
0x1871ec@mhfpac.bin,‾C00Please select a recruitment notice.,
0x1871f4@mhfpac.bin,"‾C00Would you like to reset the high score and
clear time for this training exercise?",
0x1871fc@mhfpac.bin,‾C00You are no longer able to join this Quest.,
0x187204@mhfpac.bin,‾C00You can Safeguard up to 20 Messages.,
0x18720c@mhfpac.bin,‾C00Apply the Safeguard?,
0x187214@mhfpac.bin,‾C00Remove the Safeguard?,
0x18721c@mhfpac.bin,‾C00This Message is Safeguarded.,
0x187224@mhfpac.bin,‾C00Are you sure you want to delete this Message?,
0x18722c@mhfpac.bin,‾C00Automatic selection failed.,
0x187234@mhfpac.bin,"Please enter ‾C02user ID‾C00 and ‾C02password‾C00.
User ID:
Password:
Done",
0x18723c@mhfpac.bin,‾C00There are no Quests that can be initiated.,
0x187244@mhfpac.bin,‾C00You are not able to join.,
0x18724c@mhfpac.bin,"‾C00You do not meet the initiation conditions for this
Quest. Please carry out the Event Code authentication
procedure for this campaign.",
0x187254@mhfpac.bin,"‾C00Clan could not be accessed, or is currently
unavailable due to not having joined one.",
0x18725c@mhfpac.bin,"‾C00You have entered an invalid name, or the name you
entered contains invalid text.",
0x187264@mhfpac.bin,"‾C00Clan creation successfully completed.
Please check the Clan Menu.",
0x18726c@mhfpac.bin,"‾C00Your application to join a Clan was successfully
completed. Please wait for a Message from the Clan
leader confirming your acceptance.",
0x187274@mhfpac.bin,‾C00Your application to join a Clan has been withdrawn.,
0x18727c@mhfpac.bin,‾C00Your application to join a Clan has been processed.,
0x187284@mhfpac.bin,"‾C00A Clan with this name will be created.
Is this OK?",
0x18728c@mhfpac.bin,"‾C00The Clan creation procedure was unsuccessful.
Please try again.",
0x187294@mhfpac.bin,"‾C00Disband Clan.
Confirm?
‾C05※All Clan Members will be removed.‾C00",
0x18729c@mhfpac.bin,"‾C00The Clan is about to be disbanded.
Are you sure this is OK?
‾C05*You will be unable to create or join any Clans for
a little while.‾C00",
0x1872a4@mhfpac.bin,"‾C00Clan successfully disbanded.

‾C05You will be unable to create or join any Clans for
a little while.‾C00",
0x1872ac@mhfpac.bin,"‾C00The procedure was unsuccessful.
The Clan was not disbanded.",
0x1872b4@mhfpac.bin,"‾C00Already joined a Clan
or have applied to one",
0x1872bc@mhfpac.bin,"‾C00Unable to use. Either you are already a Clan member,
have applied to join a Clan, or have created a Clan.",
0x1872c4@mhfpac.bin,"‾C00 Procedure failed.
Please try again in a moment.",
0x1872cc@mhfpac.bin,"‾C00You are applying to join this Clan.
Are you sure this is OK?",
0x1872d4@mhfpac.bin,‾C00Process interrupted.,
0x1872dc@mhfpac.bin,"‾C00Failed to process the above player.
They may have withdrawn their application to join.",
0x1872e4@mhfpac.bin,‾C00Clan member(s) will be expelled. Is this OK?,
0x1872ec@mhfpac.bin,"‾C00Expelling Clan member(s).
‾C05This cannot be undone. Are you sure you want
to continue?",
0x1872f4@mhfpac.bin,‾C00Clan members successfully expelled.,
0x1872fc@mhfpac.bin,"‾C00Your application will be withdrawn.
Are you sure this is OK?",
0x187304@mhfpac.bin,"‾C00You will resign as Clan leader. Is this OK?
‾C05*Upon resigning, you will become an ordinary
Clan member.",
0x18730c@mhfpac.bin,"‾C00You are about to resign as Clan leader.
Are you sure you want to proceed?
‾C05* You will not be able to resign if there is no
member who wants to replace you as leader.",
0x187314@mhfpac.bin,"‾C00Unable to resign as Clan leader.
‾C05* Either there were no members who wanted to replace
you as leader, or the processing of your resignation
failed.",
0x18731c@mhfpac.bin,"‾C00You have resigned as Clan leader.
The above player is the new Clan leader.",
0x187324@mhfpac.bin,"‾C00That Clan name is already in use.
Please choose a different Clan name.",
0x18732c@mhfpac.bin,"‾C05Warning!‾C00

You cannot create a Clan unless your Hunter Rank
is ‾C05one or higher‾C00.",
0x187334@mhfpac.bin,"‾C00Learn more at the Official Website.
‾C05(Launch Web Browser/NOT FUNCTIONAL!)‾C00",
0x18733c@mhfpac.bin,"‾C00You are temporarily unable to create Clans or apply to
join Clans.

Please select ‾C05View Clan Rules‾C00 for details.",
0x187344@mhfpac.bin,"‾C00Unable to donate points, as you are not a Clan member.",
0x18734c@mhfpac.bin,"‾C00You will donate the selected Clan Points.

Is this OK?",
0x187354@mhfpac.bin,"‾C00Clan Points that have been donated cannot be returned.
Are you sure you want to donate?
‾C05*If your donation takes your Clan's total Points over
the upper limit, any excess Clan Points will be
returned to you.",
0x18735c@mhfpac.bin,‾C00Clan Point donation complete.,
0x187364@mhfpac.bin,‾C00Clan Point donation failed.,
0x18736c@mhfpac.bin,"‾C00Clan Point donation complete.

‾C05*Your donation took your Clan's total Points over the
upper limit. The excess Clan Points have been returned.",
0x187374@mhfpac.bin,‾C00Unable to find user.,
0x18737c@mhfpac.bin,"‾C00Motto editing will end after confirmation.
Confirm?",
0x187384@mhfpac.bin,"‾C00Once confirmed, it cannot be changed for seven days.
Is this OK?",
0x18738c@mhfpac.bin,"‾C00Jump to the location of your Clan Hall.
‾C02(You may have to change Land)",
0x187394@mhfpac.bin,‾C00Returning to Clan Room... Please wait a moment...,
0x18739c@mhfpac.bin,‾C00Everything has been sent to your Item Box.,
0x1873a4@mhfpac.bin,‾C00There are no items to be sent.,
0x1873ac@mhfpac.bin,‾C00Items were not placed in your Item Box.,
0x1873b4@mhfpac.bin,"‾C00Everything will be sent to your Item Box.
Is this OK?",
0x1873bc@mhfpac.bin,"‾C00This feature cannot be used at the moment.
Please wait for a forthcoming update.",
0x1873c4@mhfpac.bin,"‾C00Currently unable to use. In use by another Clan
member. Please wait for them to finish before using.",
0x1873cc@mhfpac.bin,‾C00x x Not in Use x x,
0x1873d4@mhfpac.bin,"‾C00Communication Failed.
Please try later.",
0x1873dc@mhfpac.bin,"‾C00Communicating.
Please wait.",
0x1873e4@mhfpac.bin,"‾C00Please wait until after maintenance
to enter the Clan Hall.",
0x1873ec@mhfpac.bin,"‾C00The Clan Hall has been in a state that does not
satisfy its maintenance conditions for over 3 months.
As a result, you are currently unable to enter.",
0x1873f4@mhfpac.bin,"‾C05Warning!
‾C00You are unable to use this service on your
current plan.

You can use this service by purchasing the
‾C02Extra Plan‾C00.

Purchase ‾C05 (Your browser will be opened.)‾C00
View Details Online ‾C05(Your browser will be opened.)‾C00
Close

‾C05If you change to a new plan, you will need to
quit the game and log in again.

‾C05Any items from when you have used the
service in the past will have been saved.",
0x1873fc@mhfpac.bin,"‾C05Warning!
‾C00You are unable to use this service on your
current plan.

You can use this service by purchasing the
‾C02Extra Plan‾C00.

Purchase ‾C05 (Your browser will be opened.)‾C00
View Details Online ‾C05(Your browser will be opened.)‾C00
Close

‾C05If you change to a new plan, you will need to
quit the game and log in again.

‾C05Items from when you have used the service
in the past can only be retrieved from the
Item Box in your Hunter House.",
0x187404@mhfpac.bin,"‾C05Warning!
‾C00You are unable to use this service on your
current plan.

You can use this service by purchasing the
‾C02Extra Plan‾C00.

Purchase ‾C05 (Your browser will be opened.)‾C00
View Details Online ‾C05(Your browser will be opened.)‾C00
Close

‾C05If you change to a new plan, you will need to
quit the game and log in again.

‾C05You will be able to use any items that you bought when
using this service in the past.",
0x18740c@mhfpac.bin,‾C00Clan Hall cannot be used.,
0x187414@mhfpac.bin,‾C00Only available to Clan Leader.,
0x18741c@mhfpac.bin,‾C00In use by another player.,
0x187424@mhfpac.bin,‾C00Hunting Competition is not being held.,
0x18742c@mhfpac.bin,"‾C05Warning!

‾C00This service cannot be used on your current plan.
Would you like to change to the ‾C02Hunter Life Plan‾C05?

Change Member Rank ‾C05(Your browser will be opened.)‾C00
Close

‾C05If you change to a new plan, you will need to
quit the game and log in again.

If you have used the service before, any items that
you had will be saved so that you can use them
again.",
0x187434@mhfpac.bin,"‾C05Attention!

‾C00In order to use this service, you will need to buy
the‾C02Hunter Life Plan‾C00 and the ‾C02Extra Plan‾C00.

Change Member Rank ‾C05(Your browser will be opened.)‾C00
Close

‾C05If you change to a new plan, you will need to
quit the game and log in again.

If you have used the service before, any items that
you had will be saved so that you can use them again.",
0x18743c@mhfpac.bin,"‾C05Warning!
‾C00You are unable to use this service on your
current plan.

You can use this service by purchasing the
‾C02Extra Plan‾C00.

Purchase ‾C05 (Your browser will be opened.)‾C00
View Details Online ‾C05(Your browser will be opened.)‾C00
Close

‾C05If you change to a new plan, you will need to
quit the game and log in again.",
0x187444@mhfpac.bin,‾C00Please accept your Extra Quest reward.,
0x18744c@mhfpac.bin,"‾C00Unable to use. Either your Pack data was unobtainable
or you are not part of a Pack.",
0x187454@mhfpac.bin,"‾C00You have entered an invalid name, or the name you
entered contains invalid text.",
0x18745c@mhfpac.bin,"‾C00Pack creation successfully completed.
Please check Pack Info.",
0x187464@mhfpac.bin,"‾C00Your application to join a Pack was successfully
completed. Please wait for an acceptance message from
the Pack.",
0x18746c@mhfpac.bin,‾C00You have withdrawn your application to join a Pack.,
0x187474@mhfpac.bin,‾C00Your application to join a Pack was processed.,
0x18747c@mhfpac.bin,"‾C00A Pack with this name will be created.
Is this OK?",
0x187484@mhfpac.bin,"‾C00The Pack creation procedure was unsuccessful.
Please try again.",
0x18748c@mhfpac.bin,"‾C00Your Pack will be disbanded.
Is this OK?
‾C05*All Clans will be expelled from the Pack.",
0x187494@mhfpac.bin,"‾C00Your Pack is about to be disbanded.
Are you sure this is OK?
‾C05*You will be unable to create or join any Packs for
a little while.‾C00",
0x18749c@mhfpac.bin,"‾C00Pack successfully disbanded.
‾C05*You will be unable to create or join any Packs for
a little while.‾C00",
0x1874a4@mhfpac.bin,"‾C00The procedure was unsuccessful.
The Pack was not disbanded.",
0x1874ac@mhfpac.bin,"‾C00Only the leaders of Clans with a Clan Rank of 1 or
higher are able to create Packs.",
0x1874b4@mhfpac.bin,"‾C00Unable to use. Either you are already part of a Pack,
or you have applied to become part of a Pack.",
0x1874bc@mhfpac.bin,"‾C00 Procedure failed.
Please try again in a moment.",
0x1874c4@mhfpac.bin,"‾C00You will join this Alliance.
Are you sure this is OK?",
0x1874cc@mhfpac.bin,‾C00Process interrupted.,
0x1874d4@mhfpac.bin,"‾C00Failed to process the above Clan.
They may have withdrawn their application to join.",
0x1874dc@mhfpac.bin,"‾C00Clans will withdraw or be expelled from the Pack.
Is this OK?",
0x1874e4@mhfpac.bin,"‾C00Clans are about to withdraw or be expelled from the
Pack. ‾C05This cannot be undone. Are you sure you
want to proceed?‾C00",
0x1874ec@mhfpac.bin,"‾C00Clans have successfully withdrawn or been expelled
from the Pack.",
0x1874f4@mhfpac.bin,"‾C00Your application will be withdrawn.
Are you sure this is OK?",
0x1874fc@mhfpac.bin,"‾C00You will resign as Pack leader. Is this OK?
‾C05*Upon resigning, you will become an ordinary Pack
member.",
0x187504@mhfpac.bin,"‾C00You are about to resign as Pack leader.
Are you sure you want to proceed?
‾C05* You will not be able to resign if there is no
member who wants to replace you as leader.",
0x18750c@mhfpac.bin,"‾C00Unable to resign as Pack leader.
‾C05* Either there were no members who wanted to replace
you as leader, or the processing of your resignation
failed.",
0x187514@mhfpac.bin,"‾C00You have resigned as Pack leader.
The above player is the new Pack leader.",
0x18751c@mhfpac.bin,"‾C00That Pack name is already in use. Please choose a
different Pack name.",
0x187524@mhfpac.bin,"‾C05Warning!‾C00

You cannot create a Pack unless your Hunter Rank
is ‾C05five or higher‾C00.",
0x18752c@mhfpac.bin,"‾C00Learn more at the Official Website.
‾C05(Launch Web Browser/NOT FUNCTIONAL!)‾C00",
0x187534@mhfpac.bin,"‾C00You are temporarily unable to create a Pack or apply
to join a Pack.",
0x18753c@mhfpac.bin,"‾C00You will leave the Pack.
Is this OK?",
0x187544@mhfpac.bin,"‾C00You are about to leave the Pack.
‾C05This cannot be undone. Are you sure you wish to
proceed?‾C00",
0x18754c@mhfpac.bin,"‾C00You will join the Rookie Clan.
Is this OK?",
0x187554@mhfpac.bin,"‾C05Warning!

‾C00You are unable to join the Rookie Clan.

Potential reasons for this include:
- You are still serving your penalty period for leaving a
Clan.
- You are already a member of another Clan.",
0x18755c@mhfpac.bin,‾C00Please enter at least one character.,
0x187564@mhfpac.bin,‾C00The text you entered contains invalid characters.,
0x18756c@mhfpac.bin,‾C00You cannot enter only spaces.,
0x187574@mhfpac.bin,"‾C00Saving and quitting.
Is this OK?",
0x18757c@mhfpac.bin,‾C00Your Clan Symbol has been saved.,
0x187584@mhfpac.bin,‾C00Failed to save your Clan Symbol.,
0x18758c@mhfpac.bin,"‾C00ランドへ移動(別の広場)

ワールドへ移動(別の区画)

クエストボードへ移動

求人板へ移動

 ‾C00{k00} 決定    {k01} 戻る",
0x187594@mhfpac.bin,"‾C00
Exit without saving.
Are you sure?",
0x18759c@mhfpac.bin,‾C00You are unable to edit your Clan Symbol here.,
0x1875a4@mhfpac.bin,"Congratulations for your breakthrough in the ‾C05<Hunting
Tourney>‾C00!

Please accept this <Diploma> from the <Rookie Guide>!",
0x1875ac@mhfpac.bin,"‾C05Some members have not yet completed their
preparations. Are you sure you want to set out on the
Quest?
(You will wait for the opposition party to finish
preparing before setting out.)",
0x1875b4@mhfpac.bin,"‾C00You will depart on your Quest. Is this OK?
(You will wait for the opposition party to finish
preparing before setting out on the Quest.)",
0x1875bc@mhfpac.bin,"‾C05準備完了前のメンバーがいます。
クエストに出発してよろしいですか？",
0x1875c4@mhfpac.bin,‾C00No opponent.,
0x1875cc@mhfpac.bin,‾C00Opponent not yet ready to depart.,
0x1875d4@mhfpac.bin,"‾C05If you are defeated or choose to retire on a Versus
Quest, your entire contract fee will be confiscated.

Is this OK?",
0x1875dc@mhfpac.bin,"‾C00You will vote for the selected Trial.
Is this OK?",
0x1875e4@mhfpac.bin,‾C00Application for this Quest is closed.,
0x1875ec@mhfpac.bin,‾C00Contract conditions not met.,
0x1875f4@mhfpac.bin,"‾C05Warning!
‾C00You are unable to use this service on your
current plan.

You can use this service by purchasing the
‾C02Hunter Life Plan‾C00.

Purchase ‾C05 (Your browser will be opened.)‾C00
View Details Online ‾C05(Your browser will be opened.)‾C00
Close


‾C05If you change to a new plan, you will need to
quit the game and log in again.",
0x1875fc@mhfpac.bin,"‾C00You're about to quit. The Message you are writing
will be lost. Is this OK?",
0x187604@mhfpac.bin,"‾C05Warning!
‾C00You are unable to use this service on your
current plan.

You can use this service by purchasing the
‾C02Premium Plan‾C00.

Purchase ‾C05 (Your browser will be opened.)‾C00
View Details Online ‾C05(Your browser will be opened.)‾C00
Close

‾C05If you change to a new plan, you will need to
quit the game and log in again.",
0x18760c@mhfpac.bin,"‾C05Warning!
‾C00We're sorry, but you cannot currently use this
service because you've ‾C02reached the usage limit‾C00.

We apologize, and ask for your understanding.",
